"","spp","countryCode","stateProvince","locality","lon","lat"
"29904","Inga vera ","BR","Ms","Fazenda Sagrado; Sub-região do Abobral; Pantanal - corixo do cerrado",-57,-19.5
"29905","Enterolobium contortisiliquum ","BR","Ms","Cidade de Corumbá - rua 21 de Setembro, antes da Embrapa/cpap",-57.65,-19.016667
"29906","Senegalia polyphylla ","BR","Ms","Morro do Zé Feliciano",-57.65,-19.016667
"29907","Guazuma ulmifolia ","BR","Ms","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",-57.016667,-19.233333
"29908","Guazuma ulmifolia ","BR","Ms","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - próximo a pista de aviação",-56.65,-18.983333
"29909","Alchornea triplinervia ","BR","Ms","Morro do Urucum",-57.566667,-19.216667
"29910","Pterogyne nitens ","BR","Ms","Fazenda Firme; Sub-região da Nhecolândia; Pantanal",-57.016667,-19.233333
"29911","Senna multijuga ","BR","Mato Grosso","Fazenda São Nicolau.",-55.819278,-9.483
"29912","Carica papaya ","BR","Mato Grosso","Avenida dos Ingás; N°3617; Jd. Imperial.",-55.512778,-11.841389
"29913","Senna multijuga ","BR","Mato Grosso","Fazenda São Nicolau.",-55.819278,-9.483
"29914","Hymenaea courbaril ","BR","Pará","Serra do Cachimbo, Centro de Provas Brigadeiro Velloso/COMAER; Olho Dágua.",-55.819278,-9.483
"29915","Copaifera langsdorffii ","BR","Mato Grosso","Fazenda São Nicolau. Módulo IV, PPBio.",-58.258722,-9.81975
"29916","Copaifera langsdorffii ","BR","Mato Grosso","Fazenda São Nicolau. Módulo IV, PPBio.",-58.258722,-9.81975
"29917","Genipa americana ","BR","Paraná","SítioSão José.",-48.69,-26.1
"29918","Senegalia polyphylla ","BR","Tocantins","Acampamento de ENGEVIX",-48.317222,-6.131111
"29919","Copaifera langsdorffii ","BR","Tocantins","acampamento de ENGEVIX , próximo ao porto Antonina.",-48.317222,-6.131111
"29920","Senegalia polyphylla ","BR","Tocantins","Mata proximo ao acampamento de ENGEVIX",-48.317222,-6.131111
"29921","Senegalia polyphylla ","BR","Tocantins","Acampamento de ENGEVIX",-48.317222,-6.131111
"29922","Bixa orellana ","BR","Tocantins","Acampamento Do Engevix, próximo Ao Porto Antonina",-48.317222,-6.131111
"29923","Copaifera langsdorffii ","BR","Tocantins","Rio Tocantins.",-47.4725,-6.58
"29924","Guazuma ulmifolia ","BR","Goiás","Ponto III, próximo a gruta.",-46.716944,-14.570556
"29925","Genipa americana ","BR","Goiás","RioSanta Maria.",-46.851111,-14.488333
"29926","Maclura tinctoria ","BR","Goiás","",-46.49,-14.486578
"29927","Solanum lycocarpum ","BR","Goiás","Fazenda Lagoa Grande",-46.49,-14.486578
"29928","Apuleia leiocarpa ","BR","Goiás","Fazenda Alagado II. Margem direita do Rio Alagado.",-48.194444,-16.272222
"29929","Cordia superba ","BR","Tocantins","Estrada á Esquerda , Depois Da PonteSobre O Rio Curicaca,Km 30",-47.482222,-6.601944
"29930","Copaifera langsdorffii ","BR","Goiás","Fazenda irmãos Gravia",-46.716944,-14.570556
"29931","Dalbergia nigra ","BR","Goiás","Margem direita do rio Alagado.",-48.194444,-16.272222
"29932","Joannesia princeps ","BR","Distrito Federal","Pátio do CENARGEN, próximo ao laboratório deSementes do PCG.",-48.033333,-15.924167
"29933","Hymenaea courbaril ","BR","Mato Grosso","Fazenda Continental. Módulo I, PPBio. Trilha l.",-55.287667,-11.581667
"29934","Cordia superba ","BR","Tocantins","Próximo ao terminal da ferrovia Norte-Sul , margem esquerda do rio Tocantins",-47.469722,-6.579444
"29935","Senegalia polyphylla ","BR","Tocantins","Estrada.",-47.611667,-7.328056
"29936","Clitoria fairchildiana ","BR","Tocantins","Rio Tocantins.",-47.482222,-6.601944
"29937","Bixa orellana ","BR","Tocantins","Canteiro de obras do AHE Estreito, margem esquerda do rio Tocantins, próximo ao eixo da barragem.",-47.446667,-6.584167
"29938","Hymenaea courbaril ","BR","Mato Grosso","Reserva Glusberg.",-55.704722,-11.645333
"29939","Genipa americana ","BR","Mato Grosso","Fazenda São Nicolau. Módulo IV, PPBio.",-58.258722,-9.81975
"29940","Genipa americana ","BR","Mato Grosso","Fazenda São Nicolau. Módulo IV, PPBio.",-58.258722,-9.81975
"29941","Croton urucurana ","BR","Mato Grosso","Fragmento Urbano. Parque Florestal Municipal.",-55.501667,-11.836667
"29942","Balfourodendron riedelianum ","BR","Paraná","Fazenda Figueira-Paiquerê",-51.077631,-23.304908
"29943","Morus nigra ","BR","Mato Grosso","Fragmento Urbano. Parque Florestal Municipal.",-55.501667,-11.836667
"29944","Lafoensia glyptocarpa ","BR","Mato Grosso","Fragmento Urbano. Parque Florestal Municipal.",-55.501667,-11.836667
"29945","Handroanthus serratifolius ","BR","Mato Grosso","Praça das Bandeiras.",-55.505953,-11.855497
"29946","Bixa orellana ","BR","Mato Grosso","Chácara Itapema; estrada porafia, rumo ao município de Santa Carmem.",-55.487222,-11.893944
"29947","Croton urucurana ","BR","Mato Grosso","Resgate da FLORA da UHE Colíder. Estrada de acesso à UHE Colíder.",-55.497222,-10.946111
"29948","Genipa americana ","BR","Mato Grosso","Estrada BR 163,SentidoSinop-Sorriso.",-55.551939,-12.251203
"29949","Pouteria caimito ","BR","Amazonas","Estrada do Aleixo, porto Mauá.",-59.927078,-3.101522
"29950","Genipa americana ","BR","Mato Grosso","Estrada BR 163,SentidoSinop-Sorriso.",-55.551939,-12.251203
"29951","Morus nigra ","BR","Mato Grosso","Estrada BR 163, sentido Sinop-Sorriso.",-55.518331,-12.095567
"29952","Senna multijuga ","BR","Amazonas","Ilha do Gavião",-59.962733,-3.161333
"29953","Apuleia leiocarpa ","BR","Mato Grosso","Rio Teles Pires.",-55.629831,-11.584928
"29954","Bixa orellana ","BR","Mato Grosso","Fazenda São Nicolau. Módulo IV, PPBio.",-58.258722,-9.81975
"29955","Citharexylum myrianthum ","BR","Espírito Santo","Parque Municipal da Fonte Grande",-40.570833,-20.543611
"29956","Citharexylum myrianthum ","BR","Espírito Santo","Fazenda Candelária",-41.623611,-20.4875
"29957","Citharexylum myrianthum ","BR","Espírito Santo","Mestre Álvaro: Vertente leste., Acesso pelo Bairro Pitanga",-40.838889,-20.519722
"29958","Citharexylum myrianthum ","BR","Espírito Santo","Mata ciliar a uma faixa de c.a. de 20 metros de largura.",-40.725278,-20.735556
"29959","Alchornea triplinervia ","BR","Paraná","Reserva Biológica das Perobas",-52.739,-23.88025
"29960","Solanum granulosoleprosum ","BR","Paraná","Serra da Esperança, Antiga estrada para Prudentópolis",-51.228556,-25.369861
"29961","Senna multijuga ","BR","Minas Gerais","Morro da Torre, Próximo a Estação de Rádio da """"""""Telemig"""""""". Ao lado da trilha (lado esquerdo de quem sobe).",-42.066667,-20.733333
"29962","Cajanus cajan ","BR","Santa Catarina","Ao lado do Corpo de Bombeiros, Lat.:26º54'37,00""""""""S; Lon.:49º04'48,00""""""""O; Alt.: 16m.",-49.08,-26.910278
"29963","Alchornea triplinervia ","BR","Minas Gerais","Serra Negra, Estrada para monte Verde de Cima.",-43.778639,-21.930528
"29964","Alchornea triplinervia ","BR","Minas Gerais","R.P.P.N. São Lourenço do Funil, 18º36'01,6"""""""" S, 43º57'04,2"""""""" W. 1139 m.s.m.",-45.951167,-18.600444
"29965","Senegalia polyphylla ","BR","Bahia","Piemonte da Diamantina, Caminho para Pingadeira",-40.504722,-11.164722
"29966","Peltophorum dubium ","BR","Bahia","Piemonte da Diamantina, Ventura, beira do rio, um pouco acima do povoado",-41.15,-11.55
"29967","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Trilha do Tiburtino.",-41.326667,-12.995278
"29968","Paubrasilia echinata ","BR","Bahia","Extremo Sul, Estação Pau Brasil",-39.966667,-16.616667
"29969","Pterogyne nitens ","BR","Bahia","Chapada Diamantina",-41.816667,-13.233333
"29970","Solanum lycocarpum ","BR","Bahia","Chapada Diamantina, Caminho para entrada de Inubia.",-41.766667,-13.15
"29971","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Entrada para Ouro verde, 1º Ponto.",-41.816667,-13.233333
"29972","Enterolobium contortisiliquum ","BR","Bahia","Chapada Diamantina, Caminho de Abaíra, 3 km para João Correia.",-41.816667,-13.233333
"29973","Inga marginata ","BR","Bahia","Caminho para Riacho Fundo.",-42.526389,-14.583333
"29974","Guazuma ulmifolia ","BR","Bahia","Estrada para o Saco da Onça.",-40.651111,-13.534722
"29975","Enterolobium contortisiliquum ","BR","Bahia","Saco da Onça.",-42.5725,-14.746389
"29976","Inga marginata ","BR","Bahia","Estrada para o Saco da Onça.",-40.651111,-13.534722
"29977","Enterolobium contortisiliquum ","BR","Bahia","Estrada para o Saco da Onça.",-40.651111,-13.534722
"29978","Enterolobium contortisiliquum ","BR","Ceará","Fazenda Não me deixes.",-39.015,-4.970833
"29979","Cordia trichotoma ","BR","Ceará","Subida da Serra do Estevão.",-39.140278,-4.904722
"29980","Alchornea glandulosa iricurana","BR","Bahia","Serra Geral. km 20, em direção ao povoado de duas passagens e jurema. Faz. Boqueirão, Nascente do Rio Estiva.",-42.566667,-14.483056
"29981","Enterolobium contortisiliquum ","BR","Bahia","Fazenda Xaxá, na margem do rio.",-42.546944,-14.655833
"29982","Peltophorum dubium ","BR","Bahia","Fazenda Xaxá, na margem do rio.",-42.546944,-14.655833
"29983","Cariniana estrellensis ","BR","Bahia","Fazenda Xaxá, na margem do rio.",-42.546944,-14.655833
"29984","Inga vera ","BR","Bahia","Serra Geral, Saco da Onça.",-42.5525,-14.710833
"29985","Solanum lycocarpum ","BR","Bahia","Chapada Diamantina, Caminho para Inubia.",-41.904444,-13.093056
"29986","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina",-41.904444,-13.0775
"29987","Cordia superba ","BR","Bahia","",-39.1,-14.736111
"29988","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Capão.",-41.483333,-12.633333
"29989","Dalbergia nigra ","BR","Bahia","Chapada Diamantina, Capão.",-41.483333,-12.633333
"29990","Apuleia leiocarpa ","BR","Bahia","Litoral Norte, Caminho para Cavalo Russo.",-37.6,-11.8
"29991","Morus nigra ","BR","Bahia","Diogo.",-37.6,-11.8
"29992","Hymenaea courbaril ","BR","Bahia","Fazendas Reunidas S e F; margem do rio Água Branca.",-40.768889,-11.966667
"29993","Plathymenia foliolosa ","BR","Bahia","Fazendas Reunidas S e F; margem do rio Água Branca",-40.768889,-11.966667
"29994","Guazuma ulmifolia ","BR","Bahia","próximo ao bairro Malvinas.",-38.016667,-12.583333
"29995","Pterogyne nitens ","BR","Bahia","",-40.836944,-14.864722
"29996","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Juacema,à 94 Km da cidade de Juazeiro.",-39.15,-10.25
"29997","Paubrasilia echinata ","BR","Bahia","Litoral Sul, Taipú de Dentro,",-39,-14.1
"29998","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Trilha Ponte do Rio Cumbuca para o Córrego das Perdizes.",-41.349167,-12.988889
"29999","Anadenanthera peregrina ","BR","Bahia","Baixo Médio São Francisco, Ilha do Rodeadouro.",-40.5,-9.4
"30000","Inga vera ","BR","Bahia","Baixo Médio de São Francisco, Ilha do Rodeadouro.",-40.5,-9.4
"30001","Pouteria caimito ","BR","Bahia","Litoral Sul",-39.166944,-14.001667
"30002","Guazuma ulmifolia ","BR","Paraíba","Serra do Espinho. beira da estrada.",-35.579722,-6.886389
"30003","Guazuma ulmifolia ","BR","Paraíba","Brejo Paraibano. Beira da estrada.",-35.068333,-7.0325
"30004","Guazuma ulmifolia ","BR","Paraíba","faz. Capim-acú, próximo ao açude, beira de estrada.",-35.72,-7.032778
"30005","Genipa americana ","BR","Paraíba","faz. Capim-acú, próximo ao açude, beira de estrada.",-35.72,-7.032778
"30006","Guazuma ulmifolia ","BR","Paraíba","faz. Capim-acú, próximo ao açude, beira da estrada.",-35.72,-7.032778
"30007","Guazuma ulmifolia ","BR","Bahia","Serra Geral, Serra Geral. Garimpo das Ametistas",-42.534722,-14.528333
"30008","Copaifera langsdorffii ","BR","Bahia","Mucugê caminho para Igatu, em lugares úmidos.",-41.366667,-13
"30009","Senegalia polyphylla ","BR","Bahia","Piemonte da Diamantina, 5º Ponto",-41.551111,-11.405
"30010","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Ilha Estrada Real caminho para Drenagem do Ventura.",-41.086667,-11.676944
"30011","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Monumento da Cachoeira do Ferro Doido.",-41.000556,-11.627778
"30012","Solanum lycocarpum ","BR","Bahia","Serra Geral, próximo ao Saco da Onça",-42.544167,-14.751667
"30013","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)",-41.186667,-11.448333
"30014","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)",-41.193889,-11.440278
"30015","Hymenaea courbaril ","BR","Ceará","Serra Grande.",-41.016667,-3.716667
"30016","Inga vera ","BR","Bahia","Ilha do Rodeadouro.",-40.566667,-9.45
"30017","Alchornea triplinervia ","BR","Bahia","Morrão, próximo da Torre.",-41.15,-11.55
"30018","Anadenanthera peregrina falcata","BR","Bahia","Chapada Diamantina, Caminho para Fazendola",-40.416667,-13.433333
"30019","Copaifera langsdorffii ","BR","Bahia","Serra Geral, Km 20 em direção ao povoado de 2 passagens Jurema. Divisa município Caetité e Pindaí",-42.563889,-14.469722
"30020","Enterolobium contortisiliquum ","BR","Bahia","Serra Geral, Trilha do Saco da Onça. Próx. ao limite de Licínio de Almeida/Urandi",-42.573056,-14.745556
"30021","Cajanus cajan ","BR","Bahia","Serra Geral, Vegetação rupestre em torno de um Garimpo.",-42.536389,-14.541389
"30022","Enterolobium contortisiliquum ","BR","Bahia","Serra Geral, Saco da Onça. Próximo ao limite municipal de Licínio de Almeida - Urandi",-42.574167,-14.747222
"30023","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Córrego do Boiadeiro",-41.366667,-13
"30024","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Córrego do Boiadeiro",-41.366667,-13
"30025","Cordia trichotoma ","BR","Bahia","",-43.133333,-11.083333
"30026","Cordia trichotoma ","BR","Pernambuco","",-36.416667,-8.333333
"30027","Anadenanthera peregrina ","BR","Paraíba","",-35.759722,-7.078611
"30028","Guazuma ulmifolia ","BR","Paraíba","Serra do Espinho",-35.6275,-6.896389
"30029","Guazuma ulmifolia ","BR","Paraíba","Sítio do Preguiçoso",-35.754444,-7.076667
"30030","Acnistus arborescens ","BR","Ceará","pico alto",-38.979167,-4.213611
"30031","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Atrás do cemitério Bizantino.",-41.366667,-13
"30032","Guazuma ulmifolia ","BR","Bahia","Litoral Norte, Ponto do Beijú",-38.406389,-12.243056
"30033","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Caminho para o Morrão",-41.15,-11.55
"30034","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Caminho para o Morrão",-41.15,-11.55
"30035","Acnistus arborescens ","BR","Bahia","Piemonte da Diamantina, Parque municipal Valoá Coutinho, a 491 metros de altura",-40.506389,-11.169722
"30036","Guazuma ulmifolia ","BR","Bahia","Região Metropolitana Salvador, 19BC",-39.516667,-12.933333
"30037","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Córrego do Boiadeiro",-42.522778,-14.534722
"30038","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina",-40.506389,-11.169722
"30039","Apuleia leiocarpa ","BR","Bahia","Litoral Norte, Abadia",-37.645833,-11.557778
"30040","Guazuma ulmifolia ","BR","Bahia","Litoral Norte, Estrada para Abadia",-37.546389,-11.568889
"30041","Cordia superba ","BR","Bahia","Recôncavo Sul, Serra da jibóia, Reserva Jequitibá",-39.466667,-12.85
"30042","Myrsine guianensis ","BR","Bahia","Recôncavo Sul, Serra da Jibóia",-39.466667,-12.85
"30043","Hymenaea courbaril ","BR","Bahia","Oeste, Caminho para a Cachoeira Acaba Vida",-45.816667,-12.216667
"30044","Morus nigra ","BR","Bahia","Oeste, Oeste",-45.816667,-12.216667
"30045","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Morro do Ouro",-41.3,-13.583333
"30046","Persea americana ","BR","Bahia","Litoral Sul, Pedra Branca, casa de Nilzete de Jesus Conceição",-39.331389,-13.913889
"30047","Senna multijuga ","BR","Bahia","Litoral Sul, Pedra Branca, casa de Nilzete de Jesus Conceição",-39.331389,-13.913889
"30048","Cajanus cajan ","BR","Bahia","Litoral Sul, Pedra Branca, casa de Josué Eurico da Silva",-39.331389,-13.913889
"30049","Cajanus cajan ","BR","Bahia","Litoral Sul, Riachão dos Caboclos. Casa de Basília dos Santos",-39.33,-13.383611
"30050","Persea americana ","BR","Bahia","Litoral Sul, Povoado de Vargido. Casa de João Luis de Mendes",-39.292222,-13.901111
"30051","Maclura tinctoria ","BR","Bahia","Serra Geral, Distrito de São Domingos. Fazenda São Domingos",-42.526944,-14.455278
"30052","Solanum lycocarpum ","BR","Bahia","Chapada Diamantina, Estrada Mucugê para Abaíra",-41.498333,-13.072222
"30053","Lafoensia glyptocarpa ","BR","Bahia","Nordeste, Baixa dos Quelés",-38.437778,-9.983333
"30054","Lafoensia glyptocarpa ","BR","Bahia","Nordeste, Muro",-38.433056,-10.004167
"30055","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Estrada para Ibiaporã",-40.5425,-11.885556
"30056","Senegalia polyphylla ","BR","Bahia","Piemonte da Diamantina, Estrada para Ibiaporã",-40.5425,-11.885556
"30057","Bixa orellana ","BR","Bahia","Extremo Sul, Barrolândia, Estação Experimental Gregório Bomdar",-39.016667,-16.266667
"30058","Croton floribundus ","BR","Bahia","Extremo Sul",-39.016667,-16.266667
"30059","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, atrás de cemitério Bizantino",-41.374722,-13.006667
"30060","Cordia superba ","BR","Bahia","Chapada Diamantina, Arapiranga, trilha para Mata do Capão do Bode",-41.772222,-13.487778
"30061","Guazuma ulmifolia ","BR","Bahia","Serra Geral, fazenda São Domingos. Jurema. P04",-42.525,-14.451389
"30062","Cordia superba ","BR","Bahia","Serra Geral, fazenda São Domingos. Jurema. P04",-42.513056,-14.463889
"30063","Inga vera ","BR","Bahia","Serra Geral, fazenda São Domingos. Jurema. P04",-42.525,-14.451389
"30064","Hymenaea courbaril ","BR","Bahia","Oeste",-45.005556,-10.993056
"30065","Guazuma ulmifolia ","BR","Bahia","Oeste",-44.98,-11.009722
"30066","Cordia superba ","BR","Bahia","Chapada Diamantina, Próximo a cidade de Andaraí",-41.366667,-12.8
"30067","Peltophorum dubium dubium","BR","Bahia","Serra Geral, fazenda São Domingos. Jurema. P04",-42.525,-14.451389
"30068","Pterogyne nitens ","BR","Bahia","Serra Geral, estrada, 7km de Licínio de Almeida para Urandi. P02",-42.511667,-14.731944
"30069","Inga vera ","BR","Bahia","Baixo Médio São Francisco, Caminho para a cidade de Juazeiro",-40.5,-9.4
"30070","Hymenaea courbaril ","BR","Bahia","Irecê, Caminho para Ipupiara",-42.136667,-11.8275
"30071","Senegalia polyphylla ","BR","Bahia","Irecê",-42.000833,-11.618333
"30072","Copaifera langsdorffii ","BR","Bahia","Irecê, Barra do Mendes divisa com Ipupiara., Morrão",-42.234722,-11.8075
"30073","Enterolobium contortisiliquum ","BR","Bahia","Baixo Médio São Francisco, Estrada Remanso para Pilão Arcado a 6,4 km",-42.147222,-9.402222
"30074","Copaifera langsdorffii ","BR","Bahia","Baixo Médio São Francisco, Ponto nº 1",-41.793889,-9.364722
"30075","Hymenaea courbaril ","BR","Piauí","",-45.641667,-9.125
"30076","Croton urucurana ","BR","Bahia","Serra Geral, Rio Cachoeira, Sítio Espírito Santo",-42.618611,-14.736111
"30077","Peltophorum dubium ","BR","Bahia","Serra Geral, 16 km de Urandi para Licínio de Almeida",-42.629444,-14.756111
"30078","Pterogyne nitens ","BR","Bahia","Serra Geral, Caminho para Espinosa",-42.725556,-14.823333
"30079","Cordia trichotoma ","BR","Bahia","Serra Geral, Caminho para Espinosa",-42.725556,-14.823333
"30080","Pterogyne nitens ","BR","Bahia","Serra Geral, Caminho para Espinosa",-42.725556,-14.823333
"30081","Peltophorum dubium dubium","BR","Bahia","Serra Geral, Caminho para o Rio Raízes. Ponto 01",-42.650833,-14.765278
"30082","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Caminho para os três Morros Ponto nº 01",-41.7975,-13.073611
"30083","Panicum maximum ","BR","Bahia","Piemonte da Diamantina, Bananeiras, Caminho para a Cachoeira do Brito.",-40.497222,-11.162778
"30084","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Caminho para os Três morros. Ponto 04",-41.894167,-13.08
"30085","Senegalia polyphylla ","BR","Bahia","Piemonte da Diamantina, Bananeiras, Caminho para a Cachoeira da Viúva",-40.497222,-11.162778
"30086","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Bananeiras, Caminho para a Cachoeira da Viúva",-40.497222,-11.162778
"30087","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Bananeiras, Caminho para a Cachoeira do Brito.",-40.497222,-11.162778
"30088","Panicum maximum ","BR","Bahia","Piemonte da Diamantina, Bananeiras, caminho para a Cachoeira do Brito",-40.497222,-11.162778
"30089","Guazuma ulmifolia ","BR","Bahia","Litoral Norte, Reserva do Parque Ecológico de Sauípe",-37.923333,-12.390556
"30090","Solanum lycocarpum ","BR","Bahia","Chapada Diamantina, Estrada para Mucugê-Piatã",-41.512778,-13.091111
"30091","Cordia trichotoma ","BR","Bahia","Litoral Sul, Mata da Botinha",-39.722222,-14.172222
"30092","Joannesia princeps ","BR","Bahia","Litoral Sul, Mata do Campo Verde",-39.722222,-14.172222
"30093","Senna multijuga multijuga","BR","Bahia","Litoral Sul, Mata do Campo Verde",-39.722222,-14.172222
"30094","Paubrasilia echinata ","BR","Bahia","Litoral Sul, Mata da Botinha",-39.7075,-14.181389
"30095","Paubrasilia echinata ","BR","Bahia","Litoral Sul, Mata da Botinha",-39.7075,-14.181389
"30096","Dalbergia nigra ","BR","Bahia","Litoral Sul, Mata do Cacau",-39.711111,-14.167222
"30097","Senna multijuga ","BR","Bahia","Litoral Sul, Mata da Botinha",-39.7075,-14.181389
"30098","Senna multijuga ","BR","Bahia","Litoral Sul, Mata da Portaria",-39.711111,-14.167222
"30099","Cordia superba ","BR","Bahia","Litoral Sul, Mata da Antena",-39.711111,-14.167222
"30100","Lecythis pisonis ","BR","Bahia","Litoral Sul, Mata do Campo Verde",-39.722222,-14.167222
"30101","Cordia superba ","BR","Bahia","Litoral Sul, Mata da Antena",-39.711111,-14.167222
"30102","Lecythis pisonis ","BR","Bahia","Litoral Sul, Mata da Antena",-39.711111,-14.167222
"30103","Cordia superba ","BR","Bahia","Litoral Sul, Mata da Antena",-39.711111,-14.167222
"30104","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas",-41.345278,-13.001389
"30105","Cordia superba ","BR","Bahia","Litoral Sul, Mata do Laterítico",-39.731944,-14.176389
"30106","Cordia trichotoma ","BR","Bahia","Litoral Sul, Mata da Portaria",-39.722222,-14.167222
"30107","Peltophorum dubium ","BR","Bahia","Litoral Sul, Mata do Laterítico",-39.731944,-14.176389
"30108","Senna multijuga ","BR","Bahia","Litoral Sul, Mata do Laterítico",-39.722222,-14.167222
"30109","Plathymenia foliolosa ","BR","Bahia","Litoral Sul, Projeto Santa Rita, Mirabela. Mata do Laterítico",-39.722222,-14.167222
"30110","Dalbergia nigra ","BR","Bahia","Litoral Sul, Projeto Santa Rita, Mirabela. Mata do Laterítico",-39.722222,-14.167222
"30111","Guazuma ulmifolia ","BR","Bahia","Litoral Sul, Projeto Santa Rita, Mirabela. Mata do Laterítico",-39.731944,-14.176389
"30112","Panicum maximum ","BR","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica",-37.979444,-12.374444
"30113","Copaifera langsdorffii ","BR","Bahia","Serra Geral, brejinho das ametistas",-42.537778,-14.344167
"30114","Copaifera langsdorffii ","BR","Bahia","Serra Geral, Brejinho das Ametistas, Bloco III",-42.538333,-14.350556
"30115","Myrsine guianensis ","BR","Bahia","Serra Geral, Bloco 01., Parcela 01, ind. nº 21",-42.516667,-14.013889
"30116","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Vila do Ventura. trilha para a Cidade das Pedras",-41.011667,-11.673333
"30117","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Vila do ventura. Trilha para cidade das Pedras",-40.998611,-11.675556
"30118","Senegalia polyphylla ","BR","Bahia","Serra Geral, Brejinho das ametistas, Bloco III área 2",-42.536944,-14.363611
"30119","Senegalia polyphylla ","BR","Bahia","Serra Geral, Brejinho das ametistas, caminho para o Bloco III.",-42.540278,-14.305278
"30120","Enterolobium contortisiliquum ","BR","Bahia","Serra Geral, Bloco IV, Parcela 04, Ind. 17",-42.514722,-14.02
"30121","Cordia trichotoma ","BR","Bahia","Serra Geral, Fora das parcelas, do Bloco I",-42.505833,-13.973333
"30122","Cordia superba ","BR","Bahia","Serra Geral, Bloco IV, parcela nº 4. ind. nº 8",-42.514722,-14.02
"30123","Peltophorum dubium ","BR","Bahia","Paraguaçu, Fazenda Umburana de Cheiro",-40.133333,-11.6
"30124","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Olhos d' água",-41.471944,-12.229722
"30125","Anadenanthera peregrina ","BR","Bahia","Chapada Diamantina, Olhos d'água",-41.411389,-12.230833
"30126","Handroanthus serratifolius ","BR","Bahia","Chapada Diamantina, Lagoa de Santa Rita",-41.577778,-12.350278
"30127","Enterolobium contortisiliquum ","BR","Bahia","Médio São Francisco, Fazenda do Brejo",-43.133333,-11.083333
"30128","Myrsine guianensis ","BR","Bahia","Serra Geral",-42.537222,-14.359167
"30129","Alchornea triplinervia ","BR","Bahia","Serra Geral, Brejinho das Ametistas, Bloco III",-42.466667,-14.066667
"30130","Bixa orellana ","BR","Bahia","Litoral Sul, Aldeia dos Índios Tupinambá da Serra do Padeiro.",-39.283333,-14.95
"30131","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Caminho para o Paty",-41.338889,-12.803611
"30132","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina",-41.207778,-11.591667
"30133","Copaifera langsdorffii ","BR","Bahia","Médio São Francisco, a 1 km do Rio Carinhanha",-43.8,-14.3
"30134","Copaifera langsdorffii ","BR","Bahia","Médio São Francisco, a 1 km do Rio Carinhanha",-43.808889,-14.311389
"30135","Enterolobium contortisiliquum ","BR","Bahia","Médio São Francisco, Foz do Rio São Francisco",-43.791111,-14.324167
"30136","Copaifera langsdorffii ","BR","Bahia","Médio São Francisco, a 1 km do Rio Carinhanha",-43.808889,-14.311389
"30137","Enterolobium contortisiliquum ","BR","Bahia","Médio São Francisco",-43.788056,-14.335
"30138","Enterolobium contortisiliquum ","BR","Bahia","Médio São Francisco",-43.791111,-14.324167
"30139","Anadenanthera peregrina ","BR","Bahia","Médio São Francisco, do lado oposto de Carinhanha, no ponto da balsa",-43.766389,-14.325833
"30140","Hymenaea courbaril ","BR","Bahia","Médio São Francisco, Fazenda do Brejo",-43.133333,-11.083333
"30141","Panicum maximum ","BR","Bahia","Arembepe, Paradiso Laguna",-38.316667,-12.683333
"30142","Guazuma ulmifolia ","BR","Bahia","Oeste, Faz. São Domingos",-44.548333,-14.2725
"30143","Guazuma ulmifolia ","BR","Bahia","Oeste, Faz. Capitão da Mata",-44.661111,-14.3875
